#x_m,y_m,w_tr_right_m,w_tr_left_m
-6.749999999999998,9.05,0.2147815070493501,0.7793516572461452
-6.799999999999999,9.000000000000004,0.23851648071345044,0.719803902718557
-12.2,9.000000000000004,0.20000000000000007,0.7594810050208546
-12.249999999999998,8.950000000000003,0.25000000000000006,0.7307764064044152
-12.499999999999998,8.950000000000003,0.25000000000000006,0.8510864433221338
-12.549999999999999,8.900000000000002,0.30000000000000004,0.840175425099138
-12.749999999999998,8.900000000000002,0.30000000000000004,0.9727922061357855
-12.749999999999998,8.850000000000001,0.3500000000000001,0.9379418403139947
-12.799999999999999,8.8,0.30000000000000004,0.9419742348374222
-12.799999999999999,8.650000000000002,0.30000000000000004,0.8510864433221338
-12.85,8.600000000000001,0.25000000000000006,0.8661903789690601
-12.85,8.250000000000004,0.25000000000000006,0.7307764064044152
-12.899999999999999,8.200000000000003,0.20000000000000007,0.7688779163215975
-12.899999999999999,0.45000000000000284,0.20000000000000007,0.7688779163215975
-12.85,0.40000000000000213,0.25000000000000006,0.7307764064044152
-12.85,0.05000000000000071,0.25000000000000006,0.8661903789690601
-12.799999999999999,3.552713678800501e-15,0.30000000000000004,0.8510864433221338
-12.799999999999999,-0.14999999999999858,0.30000000000000004,0.9419742348374222
-12.749999999999998,-0.1999999999999993,0.3500000000000001,0.9379418403139947
-12.749999999999998,-0.24999999999999645,0.30000000000000004,0.9727922061357855
-12.549999999999999,-0.24999999999999645,0.30000000000000004,0.840175425099138
-12.499999999999998,-0.29999999999999716,0.25000000000000006,0.8510864433221338
-12.249999999999998,-0.29999999999999716,0.25000000000000006,0.7307764064044152
-12.2,-0.34999999999999787,0.20000000000000007,0.7594810050208546
-6.999999999999998,-0.34999999999999787,0.23851648071345044,0.7012492197250394
-6.949999999999999,-0.3999999999999986,0.2147815070493501,0.7547511554864494
-6.449999999999999,-0.3999999999999986,0.2220153254455276,0.7920164833920778
-6.399999999999999,-0.34999999999999787,0.2590169943749475,0.7307764064044152
-3.8999999999999986,-0.34999999999999787,0.2522680508593631,0.75
-3.849999999999998,-0.3999999999999986,0.2099019513592785,0.8
-3.3999999999999986,-0.3999999999999986,0.2408326913195985,0.8
-3.349999999999998,-0.34999999999999787,0.2590169943749475,0.75
-3.099999999999998,-0.34999999999999787,0.20000000000000007,0.75
-3.049999999999997,-0.29999999999999716,0.25000000000000006,0.7000000000000001
-0.7999999999999972,-0.29999999999999716,0.25000000000000006,0.7000000000000001
-0.7499999999999964,-0.34999999999999787,0.20000000000000007,0.75
-0.49999999999999645,-0.34999999999999787,0.2590169943749475,0.75
-0.4499999999999993,-0.3999999999999986,0.2408326913195985,0.8
-0.14999999999999858,-0.3999999999999986,0.2408326913195985,0.8
-0.09999999999999787,-0.34999999999999787,0.2590169943749475,0.75
0.15000000000000213,-0.34999999999999787,0.20000000000000007,0.75
0.20000000000000284,-0.29999999999999716,0.25000000000000006,0.7000000000000001
2.400000000000002,-0.29999999999999716,0.25000000000000006,0.7000000000000001
2.450000000000003,-0.34999999999999787,0.20000000000000007,0.75
2.700000000000003,-0.34999999999999787,0.2590169943749475,0.75
2.7500000000000036,-0.3999999999999986,0.2408326913195985,0.8
3.0500000000000007,-0.3999999999999986,0.2408326913195985,0.8
3.1000000000000014,-0.34999999999999787,0.2590169943749475,0.75
3.3500000000000014,-0.34999999999999787,0.20000000000000007,0.75
3.400000000000002,-0.29999999999999716,0.25000000000000006,0.7000000000000001
10.3,-0.29999999999999716,0.25000000000000006,0.8661903789690601
10.350000000000001,-0.24999999999999645,0.30000000000000004,0.8510864433221338
10.500000000000004,-0.24999999999999645,0.30000000000000004,0.9419742348374222
10.650000000000002,-0.09999999999999787,0.30000000000000004,0.9419742348374222
10.650000000000002,0.05000000000000071,0.30000000000000004,0.8510864433221338
10.700000000000003,0.10000000000000142,0.25000000000000006,0.8661903789690601
10.700000000000003,8.500000000000004,0.25000000000000006,0.8661903789690601
10.650000000000002,8.55,0.30000000000000004,0.8510864433221338
10.650000000000002,8.700000000000003,0.30000000000000004,0.9419742348374222
10.600000000000001,8.750000000000004,0.3500000000000001,0.9379418403139947
10.600000000000001,8.8,0.30000000000000004,0.9727922061357855
10.400000000000002,8.8,0.30000000000000004,0.840175425099138
10.350000000000001,8.850000000000001,0.25000000000000006,0.8510864433221338
10.100000000000001,8.850000000000001,0.25000000000000006,0.7307764064044152
10.05,8.900000000000002,0.20000000000000007,0.7594810050208546
7.0000000000000036,8.900000000000002,0.25000000000000006,0.7000000000000001
6.950000000000003,8.950000000000003,0.20000000000000007,0.75
4.800000000000001,8.950000000000003,0.2220153254455276,0.7000000000000001
4.7500000000000036,9.000000000000004,0.19244289008980525,0.75
4.600000000000001,9.000000000000004,0.25000000000000006,0.75
4.550000000000001,9.05,0.20000000000000007,0.8
4.450000000000003,9.05,0.20000000000000007,0.8
4.400000000000002,9.000000000000004,0.25000000000000006,0.75
4.2500000000000036,9.000000000000004,0.19244289008980525,0.75
4.200000000000003,8.950000000000003,0.2220153254455276,0.7000000000000001
3.450000000000003,8.950000000000003,0.2220153254455276,0.7000000000000001
3.400000000000002,9.000000000000004,0.19244289008980525,0.75
3.2500000000000036,9.000000000000004,0.25000000000000006,0.75
3.200000000000003,9.05,0.20000000000000007,0.8
3.1000000000000014,9.05,0.20000000000000007,0.8
3.0500000000000007,9.000000000000004,0.25000000000000006,0.75
2.900000000000002,9.000000000000004,0.19244289008980525,0.75
2.8500000000000014,8.950000000000003,0.2220153254455276,0.7000000000000001
0.6500000000000021,8.950000000000003,0.25000000000000006,0.7000000000000001
0.6000000000000014,9.000000000000004,0.20000000000000007,0.75
-5.0,9.000000000000004,0.2590169943749475,0.75
-5.049999999999997,9.05,0.2408326913195985,0.8
-5.349999999999998,9.05,0.2408326913195985,0.8
-5.399999999999999,9.000000000000004,0.2590169943749475,0.75
-6.399999999999999,9.000000000000004,0.2830951894845301,0.7920164833920778
-6.449999999999999,9.05,0.25000000000000006,0.8500000000000001
